id,company,post_title,post_date,post_text,tipo,assunto,modelo,post_likes,post_comments,post_video_views,post_hashtags,origin
35,accenture-brasil,,2020-08-02,"💡 Sua experiência conectada com a Accenture e presente nos projetos mais desafiadores do mercado #Java, #Angular, #Mobile, #React, #iOS, #Cloud, #DevOps. Confira as oportunidades 👉 https://accntu.re/326Gwld #AccentureHoffice 🏠'",employer branding,vagas,post,130,0,3066,"#Java,, #Angular,, #Mobile,, #React,, #iOS,, #Cloud,, #DevOps., #AccentureHoffice",linkedin
36,accenture-brasil,,2020-09-10,A pandemia da #COVID19 não apenas rompeu os sistemas corporativos — ela também expôs as fraquezas. Veja aqui o que uma migração para a #nuvem pode resolver:  https://accntu.re/3gTiKwq',negócios,cloud,artigo,147,1,0,"#COVID19, #nuvem",linkedin
37,accenture-brasil,,2020-09-10,Isolada ou integrada? Veja aqui como promover melhor a conectividade multifuncional. #IntoTheNew',employer branding,conectividade,artigo,25,0,0,#IntoTheNew',linkedin
38,accenture-brasil,,2020-08-02,"Entregar valor e soluções inovadoras com excelência para nossos clientes é um dos nossos princípios. É com orgulho que recebemos o prêmio Consumidor Moderno nas categorias: Construção da Jornada do Cliente, Consultoria em Customer Experience e Desenvolvedor de aplicativo corporativo. Esse é o reconhecimento da #inovação que levamos aos nossos clientes diariamente.. Saiba mais: https://bit.ly/3fwksUB #PremioCM #PremioCM2020'",negócios,consumidor moderno,premiação,220,1,2149,"#inovação, #PremioCM, #PremioCM2020'",linkedin
39,accenture-brasil,,2020-09-01,"Temos orgulho em celebrar o Dia Nacional da Visibilidade Lésbica 🙅\u200d♀\u200d👩\u200d\U0001f9b0👩\u200d\U0001f9b1👩\u200d💻. Em parceria com nossas profissionais reforçamos o compromisso com a #diversidade e a #inclusão. Juntos, somos mais fortes! #DiaNacionaldaVisibilidadeLésbica #PrideAtAccenture'",employer branding,diversidade,post,425,3,0,"#diversidade, #inclusão., #DiaNacionaldaVisibilidadeLésbica, #PrideAtAccenture'",linkedin
40,accenture-brasil,,2020-07-03,"A igualdade nunca foi tão importante. Nós estamos orgulhosos de sermos reconhecidos pelo terceiro ano consecutivo como uma das Melhores Empresas para Mulheres Trabalharem no Brasil, segundo o ranking do Great Place to Work® Brasil. O prêmio reforça nosso compromisso em promover a #igualdade e a #inclusão de todas as pessoas na nossa empresa. Saiba mais: https://lnkd.in/g8FUu4T #gptwmulher #lovetobeaccenture #orgulhodesergptw'",employer branding,diversidade,premiação,288,14,6293,"#igualdade, #inclusão, #gptwmulher, #lovetobeaccenture, #orgulhodesergptw'",linkedin
41,accenture-brasil,,2020-07-03,"Na Accenture, orgulho significa não ter medo de ser quem você é. Nosso principal valor é o respeito pelo indivíduo que reconhece o profissional pela sua capacidade e talento. Nós nos complementamos na #diversidade e na igualdade. Celebre conosco o Dia Internacional do Orgulho LGBTQI+ e com sua comunidade. Juntos somos mais fortes. Juntos, faremos a mudança. #PrideAtAccenture #lovetobeaccenture'",employer branding,diversidade,post,244,1,4732,"#diversidade, #PrideAtAccenture, #lovetobeaccenture'",linkedin
42,accenture-brasil,,2020-07-03,Apresentamos a People+Work Connect — uma plataforma digital para empregadores que permite às organizações identificar e preencher vagas de emprego rapidamente onde houver oportunidades: https://accntu.re/2Zrfthl',employer branding,inovação,post,99,2,2263,,linkedin
43,accenture-brasil,,2020-07-03,Nosso estudo #TechVision2020 explica como manter o valor dos seus produtos ao longo do ciclo de vida: Saiba mais: https://accntu.re/37l7LaE #IntoTheNew',negócios,growth product,estudo,83,0,1230,"#TechVision2020, #IntoTheNew'",linkedin
44,accenture-brasil,,2020-09-01,"Responsável por toda a comunicação e posicionamento do Gerando Falcões, a Accenture Interactive lança o primeiro comercial da campanha #DoeUmFuturo. O objetivo é arrecadar doações de bolsas digitais com acesso à internet para crianças e jovens das favelas que não podem ir à escola durante a pandemia.'",employer branding,inclusão,post,151,2,0,#DoeUmFuturo.,linkedin
45,accenture-brasil,,2020-06-03,Como a #InteligênciaArtificial pode nos ajudar a resolver desafios globais — e nos preparar para enfrentar os próximos desafios? Saiba mais sobre a colaboração entre humanos e Inteligência Artificial em nosso estudo #TechVision2020: https://accntu.re/37l7LaE #IntoTheNew #HPlusM',negócios,inteligência artificial,estudo,109,0,1408,"#InteligênciaArtificial, #TechVision2020:, #IntoTheNew, #HPlusM'",linkedin
46,accenture-brasil,,2020-06-03,Como as marcas podem manter importantes experiências de consumo com o seu deslocamento para interações somente digitais? Saiba mais em tendências #TechVision2020: https://accntu.re/37l7LaE #IntoTheNew',branding,inovação,artigo,93,0,1484,"#TechVision2020:, #IntoTheNew'",linkedin
47,accenture-brasil,,2020-06-03,"Para celebrar o dia do abraço mais diferente dos últimos anos, a Accenture Interactive criou uma campanha para Huggies®, que reforça os laços de afeto entre as famílias. ""Nosso maior desafio foi criar a ação durante todo esse isolamento social, sem que os personagens tivessem contato com pessoas externas"", diz Eco Moliterno, CCO da Accenture Interactive. Para Patrícia Macedo, diretora de marketing da Kimberly-Clark, a ação tem como objetivo inspirar as famílias a buscar maneiras de se aproximar e compartilhar o abraço, mesmo que virtual, uma vez que a essência da marca é cuidar das famílias que aguardam bebês ou já estão com eles em casa. #AccentureInteractive #DiadoAbraço #MaisAbraçosA campanha pode ser vista na íntegra em: https://accntu.re/2Tu0cds'",employer branding,voluntários,post,386,26,8433,"#AccentureInteractive, #DiadoAbraço, #MaisAbraçosA",linkedin
48,accenture-brasil,,2020-06-03,"Com a rápida evolução das necessidades e expectativas das pessoas, as empresas precisam ser ágeis no desenvolvimento de novas formas de seguir adiante. Nosso #TechVision2020 destaca como:  https://accntu.re/37l7LaE #IntoTheNew'",negócios,inovação,estudo,110,0,1882,"#TechVision2020, #IntoTheNew'",linkedin
49,accenture-brasil,,2020-06-03,"Hoje é o Dia Internacional Contra a Homofobia, Bifobia e Transfobia. Celebrar a data é uma maneira de reafirmar nosso compromisso com a #diversidade, #inclusão e respeito pelo indivíduo, criando um ambiente cada vez mais diverso e acolhedor. #PrideAtAccenture'",employer branding,diversidade,post,239,3,4468,"#diversidade,, #inclusão, #PrideAtAccenture'",linkedin
50,accenture-brasil,,2020-09-01,A pandemia da #COVID19 acelerou as tendências de digitalização no varejo brasileiro. Estudo realizado pela Accenture em parceria com o Facebook aponta como o WhatsApp se tornou um player fundamental para o setor. Acesse o artigo da executiva Costanza Gallo para  Consumidor Moderno.',negócios,ecommerce,estudo,188,1,0,#COVID19,linkedin
51,accenture-brasil,,2020-05-04,"Este ano o Dia das Mães será diferente, mas o amor e o afeto estarão mais conectados do que nunca. Aperte o play e confira a nossa homenagem a todas as mães. Feliz Dia das Mães!  ❤🌻 #MoreTogetherNow'",employer branding,inclusão,post,214,2,3137,#MoreTogetherNow',linkedin
52,accenture-brasil,,2020-09-01,Trabalhe em projetos de implementação de #Vlocity e desenvolva sua carreira com ferramentas inovadoras e profissionais experientes. Confira nossas oportunidades.',employer branding,vagas,post,70,0,0,#Vlocity,linkedin
55,accenture-brasil,,2020-09-01,"Aqui aplicamos o novo. Tem conhecimento nas linguagens Javascript, Angular JS, NodeJS, React JS, React Native, TypeScript, Bootstrap, HTML 5, XML e CSS? Inscreva-se e integre um time apaixonado por #inovação 👉 https://accntu.re/2PsNJ7z'",employer branding,vagas,post,86,0,0,#inovação,linkedin
56,accenture-brasil,,2020-08-02,"Nossa casa sempre foi a base do nosso crescimento. Agora, também profissionalmente. Não é mais preciso deixá-la para buscar suas certificações, experiência em projetos pioneiros, conexões com centros globais de inovação e atuação com tecnologias emergentes. Consultores experientes em #Java, APIs & Microsserviços, Node.js, Angular, React, Reactive Native, iOS, Android, #Cloud ou DevOps, juntem-se ao nosso time. Inscreva-se aqui 👉 https://accntu.re/326Gwld #AccentureHoffice'",employer branding,vagas,post,164,0,0,"#Java,, #Cloud, #AccentureHoffice'",linkedin
0,ciandt,,2020-10-01,"PJ Pereira, Founder and Creative Chairman of Pereira O’Dell and Thelton McMillian, Chief Growth Officer of CI&T, discuss creativity and why it’s vital and more important than ever. They share how it’s one of the most important and valuable resources to businesses and organizations. https://spoti.fi/34anZ6K'",negócios,criatividade,podcast,7,0,0,,linkedin
1,ciandt,,2020-09-29,"Compartilhar conhecimento faz parte da nossa cultura e é ferramenta essencial para desenvolver e formar talentos. Em parceria com a Codenation, promovemos o AceleraDev, programa de aceleração de carreira no qual 360 pessoas viveram 10 semanas de imersão nas tecnologias React e Java, com mentorias para a apresentação de um projeto final. Foram 60 pessoas com performance positiva que participaram de entrevistas. O desfecho dessa experiência foi incrível: 15 pessoas contratadas para fazer parte do nosso time!Conheça algumas dessas pessoas que fazem parte da nova geração de CI&Ters:'",employer branding,desenvolvimento pessoal,post,108,12,0,,linkedin
2,ciandt,,2020-09-30,"Nosso CEO, Cesar Gon, em participação especial no Cielo Digitalks conversa com Danilo Zimmermann, Head de Tecnologia e Projetos, sobre a importância da transformação digital e como reagir às mudanças.'",negócios,transformação digital,evento,70,0,764,,linkedin
3,ciandt,,2020-10-01,"Transformação, agilidade, impacto e protagonismo são palavras de ordem para as carreiras na era digital. Entenda qual é o seu papel na construção da sua evolução profissional.#mindsetdeprotagonismo #eradigital #desenvolvimento'",employer branding,carreira,post,9,0,0,"#mindsetdeprotagonismo, #eradigital, #desenvolvimento'",linkedin
4,ciandt,,2020-09-30,"É hoje! Não perca o webinar da MIT Sloan Review Brasil com nosso CEO, Cesar Gon.'",negócios,inovação,evento,3,1,0,,linkedin
5,ciandt,,2020-09-25,"O bate-papo com o nosso CEO, Cesar Gon, em parceria com o MIT Sloan Management Review Brasil, acontece na próxima terça-feira, dia 29. Inscreva-se:'",negócios,inovação,evento,14,1,0,,linkedin
6,ciandt,,2020-09-25,"Nós também somos parte do HSM Expo Now! Prepare-se para um dia focado em experiências práticas sobre transformações pessoais e profissionais, que acontecem no dia 30. Às 15h, o Marlon Silva traz a reflexão: “Triângulo Drama: Você atua em incêndios ou sinais de fumaça?”. Às 16h30, é hora do bate-papo com a Vanessa Togniolli, sobre “O futuro está sempre mudando. E você?”. Inscreva-se: https://midi.as/M563'",employer branding,carreira,palestra,62,3,0,,linkedin
7,ciandt,,2020-09-24,"Inscreva-se e confira o bate-papo com o nosso CEO, Cesar Gon, em parceria com o MIT Sloan Management Review Brasil!'",negócios,inovação,evento,28,0,0,,linkedin
8,ciandt,,2020-09-29,"No dia 30, às 15h, Marlon Silva traz a reflexão: “Triângulo Drama: Você atua em incêndios ou sinais de fumaça?”. Às 16h30, é hora do bate-papo com a Vanessa Togniolli, sobre “O futuro está sempre mudando. E você?”. Inscreva-se!'",employer branding,carreira,palestra,14,0,0,,linkedin
9,ciandt,,2020-09-24,"Nosso convidado, Emygdio Carvalho, criador do NaEscuta.org, fala sobre escuta e comunicação não-violenta como ferramentas para a construção de melhores relações - pessoais e profissionais - além de contribuir com o desenvolvimento individual, como uma competência fundamental para profissionais que querem liderar sua própria transformação. https://midi.as/r363'",employer branding,carreira,podcast,39,0,0,,linkedin
10,ciandt,,2020-09-10,"""Confira mais um episódio da websérie Inovação Começa Hoje, do Cubo.network, para a qual colaboramos em parceria com a VOCÊ S/A. Confira a participação de Patrícia Borges, CMO da L'Oréal:""",negócios,transformação digital,evento próprio,20,0,0,,linkedin
11,ciandt,,2020-09-17,"""Confira mais um episódio da websérie Inovação Começa Hoje, do Cubo.network, para a qual colaboramos em parceria com a VOCÊ S/A. No episódio de hoje, a Patrícia Borges - CMO da L'Oréal - explica como trabalhar a inovação dentro das organizações de forma sustentável:""",negócios,transformação digital,evento próprio,26,0,0,,linkedin
12,ciandt,,2020-09-17,"Cesar Gon, Founder and CEO of CI&T, talks about the two essential perspectives that successful companies need to react to the unexpected acceleration of the future that we are living now. https://spoti.fi/35F9SJ3'",negócios,inovação,podcast,67,1,0,,linkedin
13,ciandt,,2020-09-01,"Confira mais um episódio da websérie Inovação Começa Hoje, do Cubo Itaú, para a qual colaboramos em parceria com a VOCÊ S/A. Veja a participação de Lindaura Prado, da Groupe PSA:'",negócios,transformação digital,evento próprio,20,0,0,,linkedin
14,ciandt,,2020-09-10,"Em nosso CI&T Talks reunimos pessoas convidadas e especialistas, que discutem e interpretam os mais diversos assuntos do nosso universo. Nesta edição, receberemos Julian Birkinshaw, Joseph Teperman e Guga Stocco para falar sobre pessoas, carreira e liderança. Inscreva-se e acompanhe ao vivo: https://midi.as/xj53'",negócios,transformação digital,evento próprio,63,4,1655,,linkedin
15,ciandt,,2020-09-17,"Dia 16, teremos um talk especial com nosso convidado internacional Julian Birkinshaw. Bob Wollheim, CSO da CI&T, mediará o papo e juntos nossos convidados trarão novas perspectivas sobre o tema “New leaders in the adhocracy management system”. Inscreva-se: https://midi.as/cJ53'",negócios,transformação digital,evento próprio,24,0,0,,linkedin
16,ciandt,,2020-09-01,"Confira mais um episódio da websérie Inovação Começa Hoje, do Cubo.network, para a qual colaboramos em parceria com a VOCÊ S/A. Veja a participação de Jorge Faiçal, do GPA:'",negócios,transformação digital,evento próprio,40,0,0,,linkedin
17,ciandt,,2020-09-17,"Bruno Guicardi, President and Co-Founder of CI&T, talks about accelerating trends that are reshaping the world, the urgency to establish a new mindset and the future of business. https://midi.as/3z53'",negócios,transformação digital,podcast,43,1,0,,linkedin
18,ciandt,,2020-09-10,"Joseph Teperman é nosso convidado no CI&T Talks! Nosso Head of Talent Acquisition, Vinicius Lucas, conduzirá o papo sobre “Anticarreira: as transformações do novo profissional”. Inscreva-se: https://midi.as/Bx53'",employer branding,carreira,evento próprio,47,2,0,,linkedin
19,ciandt,,2020-09-10,"Nosso CSO, Bob Wollheim, recebe Guga Stocco em nosso primeiro bate-papo do CI&T Talks. Nossos convidados falarão sobre “As transformações e a disrupção no modelo de trabalho”. Inscreva-se: https://midi.as/Qt53'",employer branding,carreira,evento próprio,40,0,0,,linkedin
20,ciandt,,2020-09-10,"O DevCamp Live 2020, em edição totalmente online e gratuita, acontece de 22 a 25 de setembro, com mais de 12h de conteúdo e 17 palestrantes - e uma delas é Speaker CI&T. Confira no site do evento a programação completa e inscreva-se! https://devcamp.com.br'",técnico,devops,palestra,87,0,0,,linkedin
21,ciandt,,2020-09-10,"Pessoas com vontade de aprender, que têm sede por adquirir conhecimento - e dividi-lo - que valorizam e respeitam o outro, e que constroem coletivamente o futuro, são únicas, pois são agentes da transformação de suas carreiras e, principalmente, do mundo. Em nosso ebook, trazemos as atitudes deste novo profissional que, com protagonismo, lidera sua jornada e promove grandes transformações. Acesse: https://midi.as/cq53'",employer branding,carreira,e-book,82,2,0,,linkedin
22,ciandt,,2020-09-17,"Com a imposição da prática do trabalho remoto, acompanhar o desenvolvimento e analisar a performance de cada pessoa das equipes tornou-se um grande desafio. Saiba como adaptar os processos avaliativos e de desenvolvimento de carreira a este novo ambiente no artigo de nossa Employer Branding Manager, Aline Limão:#protagonismo #colaboração #trabalhoremoto #processosdecarreira'",employer branding,carreira,artigo,79,0,0,"#protagonismo, #colaboração, #trabalhoremoto, #processosdecarreira'",linkedin
23,ciandt,,2020-09-01,As empresas são feitas por pessoas e são as pessoas que vão promover as grandes transformações. Descubra nosso universo People Ready e seja agente da sua transformação para o futuro! Acesse: https://midi.as/l553',employer branding,carreira,evento próprio,148,0,2369,,linkedin
24,ciandt,,2020-09-24,"Profissionais do novo mundo são capazes de construir o futuro de forma colaborativa, somando suas capacidades e conhecimentos para entregar cada vez mais valor aos consumidores, à sociedade e gerar mais impactos para as empresas. Saiba como colocar isso em prática: #equipesmultidiciplinares #colaboração #inteligênciacoletiva'",employer branding,carreira,e-book,28,0,0,"#equipesmultidiciplinares, #colaboração, #inteligênciacoletiva'",linkedin
25,ciandt,,2020-09-01,"Está no ar mais um episódio da websérie ""Inovação começa hoje"", do Cubo Itaú, para a qual colaboramos em parceria com a VOCÊ S/A. Confira agora a participação da brMalls com Vicente Avellar:'",negócios,transformação digital,evento próprio,28,0,0,,linkedin
26,ciandt,,2020-09-01,"Para Giuliano Borro, IT & Operations Director da Mitsui Sumitomo Insurance Group, ""a maior mudança é a velocidade da mudança, então todo dia você tem que estar aberto, disposto e conectado com o negócio para que você dê as respostas que o negócio exige"".Ao lado de Gílson Gueler Gaseorowski, nosso Business Director, eles trazem ricas discussões sobre a quebra de paradigmas provocada pelas intensas transformações recentes, sobre a tecnologia realmente conectada com propósitos de #negócios e sobre o que veio para ficar para o futuro. Ouça: https://lnkd.in/dpY9xNB #ciandtpodcast'",negócios,transformação digital,podcast,29,0,1497,"#negócios, #ciandtpodcast'",linkedin
27,ciandt,,2020-09-17,"O trabalho remoto trouxe inúmeros desafios para as pessoas, entre eles, o de conciliar a produtividade, a conexão com colegas e líderes e os valores da companhia com as demandas da vida privada. Saiba como manter o foco e o propósito no ambiente online no novo artigo da nossa Senior Employee Experience Manager, Eveline Zanotti.#trabalhoremoto #workfromhome #colaboração'",employer branding,HO,artigo,87,0,0,"#trabalhoremoto, #workfromhome, #colaboração'",linkedin
28,ciandt,,2020-09-01,"Confira mais um episódio da websérie Inovação Começa Hoje, do Cubo Itaú, para a qual colaboramos em parceria com a VOCÊ S/A. Confira a participação de Ernesto Pousada, CEO da VLI Logística: https://lnkd.in/dDNtNfU'",negócios,transformação digital,evento próprio,35,0,0,,linkedin
29,ciandt,,2020-08-02,"Confira como extrair o melhor da relação entre startups e corporações, com Jorge Faiçal da GPA, em mais um episódio da série ""Inovação começa hoje"", em parceria com o Cubo Itaú e VOCÊ S/A.'",negócios,transformação digital,evento próprio,29,0,0,,linkedin
30,ciandt,,2020-09-17,"Quando falamos sobre propósito, futuro do trabalho e planejamento de carreira, não podemos deixar de pensar em transições porque muitas vezes os caminhos de nossas carreiras não são lineares. Nossa convidada especial Roberta Valezio, Gerente de Talent Experience da Wavy Global e engenheira por formação que decidiu se especializar no desenvolvimento humano, fala sobre o assunto.'",employer branding,carreira,podcast,83,3,0,,linkedin
31,ciandt,,2020-08-02,"Como tratar o assunto do viés inconsciente, individual e coletivamente, pode nos ajudar a desconstruir pré-conceitos, tornando nossas interações, nosso ambiente de trabalho e o mundo cada vez melhor? Ouça no CI&T Podcast com a Ana Paula Fraga, nossa líder do time de Diversity & Social Transformation: https://lnkd.in/dhQhc_7'",employer branding,diversidade,podcast,71,1,1554,,linkedin
32,ciandt,,2020-08-02,"Está no ar mais um episódio da websérie ""Inovação começa hoje"", do Cubo Itaú, para a qual colaboramos em parceria com a VOCÊ S/A! Confira agora: https://lnkd.in/dfukTNp #inovação'",negócios,transformação digital,evento próprio,26,0,0,#inovação',linkedin
33,ciandt,,2020-08-02,"Nos últimos meses, ferramentas surgiram para facilitar a nossa adaptação, mas não basta se cercar de #tecnologia e continuar a fazer as coisas da mesma forma. Ouça no CI&T Podcast com nosso convidado, Beto Pandiani, velejador, sobre esse e outros aprendizados e porque suas vivências no mar servem de inspiração para enfrentar tempos incertos: https://lnkd.in/dT7hcKk #ciandtpodcast'",employer branding,carreira,podcast,30,0,738,"#tecnologia, #ciandtpodcast'",linkedin
34,ciandt,,2020-08-02,"Desafios não triviais e cada vez mais complexos exigem todo o potencial coletivo e #criatividade para criar soluções não-óbvias. Entenda como colocar isso em prática no novo CI&T Podcast com nosso convidado Mauro Cavalletti, fundador da Bitnik Estratégias Criativas, e Will Roscito, nosso Creative Manager: https://lnkd.in/d5uNzF3 #ciandtpodcast'",negócios,criatividade,podcast,44,0,924,"#criatividade, #ciandtpodcast'",linkedin
35,ciandt,,2020-08-02,"Traçar e rever objetivos de forma rápida, executando-os em ciclos curtos, é a chave para adaptação e experimentação. Ouça ao novo episódio do CI&T Podcast com o nosso CDO, Paulo Roberto Vasc. Camara, e saiba como as OKRs contribuem para desdobrar estratégias de forma cadenciada e ágil: https://lnkd.in/dasXdtb #okrs #estrategia #ciandtpodcast'",negócios,OKR,podcast,67,3,1874,"#okrs, #estrategia, #ciandtpodcast'",linkedin
36,ciandt,,2020-08-02,"Já somos mais de 100.000 pessoas conectadas por aqui em busca de transformação, inovação e impacto! Recebemos esse presente do LinkedIn, que nos lembra de comemorar essa grande comunidade que temos construído, que está com a gente compartilhando conhecimento, refletindo sobre o futuro e escalando inovação. #weareciandt'",crescimento,linkedin,post,260,6,4610,#weareciandt',linkedin
37,ciandt,,2020-09-17,"Propósito, hard e soft skills, inteligência emocional e desenvolvimento pessoal são algumas das habilidades atreladas ao lifelong learning, a filosofia da aprendizagem contínua. Despertar essa mentalidade tem sido a chave para as carreiras de sucesso em um mundo volátil e incerto. Veja mais:#lifelonglearning #transformaçãodigital #desenvolvimento'",employer branding,carreira,post,119,1,0,"#lifelonglearning, #transformaçãodigital, #desenvolvimento'",linkedin
38,ciandt,,2020-08-02,"Buscamos pessoas que queiram construir com a gente um novo mundo, que compartilhem de nossos valores e queriam promovê-los nesse universo! Se você é estudante de curso técnico, tecnólogo ou de graduação ligado à tecnologia da informação, venha fazer parte do #nextgen 2021, nosso programa de estágio. Inscreva-se: https://lnkd.in/dw8N5wh #ciandt'",employer branding,estágio,post,165,3,3341,"#nextgen, #ciandt'",linkedin
39,ciandt,,2020-07-03,"Em geral, as empresas têm ciência da importância dos dados, mas enfrentam barreiras como a falta de uma cultura efetiva que permita transformá-los em inteligência. Ouça o novo episódio do CI&T Podcast com o Gabriel Marostegam, nosso Senior Manager Analytics, sobre o tema: https://lnkd.in/dWgxfNE #ciandtpodcast'",negócios,dados,podcast,48,0,1606,#ciandtpodcast',linkedin
40,ciandt,,2020-07-03,"A migração para o ambiente remoto trouxe desafios para a sua #gestão? Ouça o novo episódio do CI&T Podcast e confira as dicas da nossa Senior Marketing and Branding Manager, Camila Broering, e o Head of Experience Management, Luiz Reolon sobre os impactos positivos de adotar uma #liderança humanizada e colaborativa: https://lnkd.in/eAmW5XC #ciandtpodcast #liderançahumanizada #trabalhoremoto'",employer branding,liderança,podcast,63,0,1504,"#gestão?, #liderança, #ciandtpodcast, #liderançahumanizada, #trabalhoremoto'",linkedin
41,ciandt,,2020-07-03,"O Dia do Orgulho LGBTI+ é celebrado no próximo domingo, dia 28 de junho. Para além dessa data, durante todo esse mês nos dedicamos a debater as boas práticas de inclusão e promoção de um ambiente seguro. Sabemos, no entanto, que essa é uma pauta que extrapola os limites de qualquer data: falar sobre LGBTIfobia, sobre diversidade e inclusão é urgente e fundamental para construirmos ambientes de trabalho melhores para todas as pessoas. Convidamos você a se juntar a nós e a transformar tais práticas em hábitos diários. #orgulholgbti #diversidadeeinclusao'",employer branding,diversidade,post,115,4,2405,"#orgulholgbti, #diversidadeeinclusao'",linkedin
42,ciandt,,2020-08-02,"Em parceria com a VOCÊ S/A, colaboramos para a criação da websérie “Inovação começa hoje”, do Cubo Itaú. Nela, executivos compartilham dicas de disrupção. Assista ao primeiro episódio que reúne nosso CSO Bob Wollheim e Vicente Avellar, COO da brMalls. #inovação #futuro #disrupção'",negócios,transformação digital,evento próprio,25,0,0,"#inovação, #futuro, #disrupção'",linkedin
43,ciandt,,2020-07-03,"Design é estratégia, resolver problemas e colocar as pessoas no centro para trazer velocidade de adaptação para as empresas. Ouça o CI&T Podcast com o nosso Gerente Sênior de UX, Jeancarlo Cerasoli, e entenda mais sobre esse elemento fundamental da transformação: https://lnkd.in/e55xg94 #ciandtpodcast #design'",negócios,design,podcast,72,0,1562,"#ciandtpodcast, #design'",linkedin
44,ciandt,,2020-07-03,Nosso CEO Cesar Gon compartilhou aprendizados sobre #liderança nesta matéria da VOCÊ S/A. Leia na íntegra: https://lnkd.in/edAVGHz',negócios,liderança,RP,43,0,0,#liderança,linkedin
45,ciandt,,2020-09-01,Exciting news! We continue to expand our global footprint and we’re thrilled to announce our expansion to Australia and New Zealand. We look forward to bringing our unique approach to lean culture and experience to the ANZ region. Read more: https://lnkd.in/dv2C3Ui#weareciandt #leandigital #innovation',crescimento,novos escritórios,post,333,13,0,"#weareciandt, #leandigital, #innovation'",linkedin
46,ciandt,,2020-09-01,"""Join CI&T's Managing Director of EMEA, Carolina Wosiack and GSK's Senior Vice President, Chief Digital Digital and Technology Officer, Pharma Commercial, Shobie Ramakrishnan, at the Innov8ors Unconference, as they share their insights around marketing innovation. The session is September 3rd at 6pm BST / 1pm EST. Register here: https://bit.ly/32NhXIF#innovation #digital #marketing #digitaltransformation""",negócios,transformação digital,evento,35,0,0,"#innovation, #digital, #marketing, #digitaltransformation""",linkedin
47,ciandt,,2020-09-10,"Ampliar seu networking em tempos de trabalho remoto é um desafio para você? Em novo artigo, nosso Head of Engineering, Vinícius Lucas, conta como o engajamento em comunidades tem o poder de te conectar e te manter atuante no mercado e a avançar em seu processo de evolução profissional: https://midi.as/qk53#comunidades #comunidadesexponenciais #colaboração'",employer branding,carreira,artigo,66,0,0,"#comunidades, #comunidadesexponenciais, #colaboração'",linkedin
48,ciandt,,2020-07-03,"O que fazer no novo novo mundo? Ouça os valiosos aprendizados compartilhados pela Solange Sobral e Aminadab Nunes, ambos Partners da CI&T, sobre sobre como destravar talentos, alavancar times e vencer desafios no atual ambiente de negócios: https://lnkd.in/e247RHX #transformaçãodigital #liderança #ciandtlearnings'",employer branding,liderança,podcast,76,0,1706,"#transformaçãodigital, #liderança, #ciandtlearnings'",linkedin
49,ciandt,,2020-07-03,"A gestão de produtos é uma mentalidade e forma de organização que traz velocidade de aprendizado e promove a evolução no relacionamento entre companhias e clientes. No novo episódio do CI&T Podcast, Ana Marafiga, Senior Manager, Eduardo Sangion, Head of Product Management, e Luiz Reolon, Head of Experience Management, falam sobre como instalar essas competências na sua empresa. https://midi.as/6N23 #gestãodeprodutos #ciandtpodcast'",negócios,growth product,podcast,60,7,1407,"#gestãodeprodutos, #ciandtpodcast'",linkedin
50,ciandt,,2020-06-03,"Liderar em tempos de incerteza requer transformações que vão além das práticas profissionais e exigem grandes mudanças pessoais. Ouça a visão do nosso CEO, Cesar Gon, no novo episódio do CI&T Podcast e saiba como guiar sua companhia no novo mundo: https://lnkd.in/eWzA8SJ #liderança #transformação'",negócios,liderança,podcast,106,0,2130,"#liderança, #transformação'",linkedin
51,ciandt,,2020-09-01,"Hoje, mais do que nunca, sabemos que se adaptar e transformar são processos essenciais. Você, que é protagonista da sua #carreira, sabe que está em constante evolução e precisa se preparar para liderar sua jornada, rumo ao futuro. É preciso repensar caminhos, renovar-se e reencontrar-se frente aos novos desafios. Em nosso ebook, conheça atitudes singulares para o seu #desenvolvimento e seja agente da sua #transformação: https://lnkd.in/dW9tnsD #ciandt #ciandtpeopleready'",employer branding,carreira,e-book,93,3,0,"#carreira,, #desenvolvimento, #transformação:, #ciandt, #ciandtpeopleready'",linkedin
52,ciandt,,2020-09-01,"Feliz resultado dos movimentos sociais, questões como diversidade e inclusão estão cada vez mais em pauta nas corporações, harmonizando relações, enriquecendo o ambiente de trabalho e fomentando a criatividade e a inovação nas empresas. Saiba como fazer parte dessa mudança no nosso novo artigo: https://midi.as/9b53 #diversidade #inclusão #equalidade'",employer branding,diversidade,artigo,102,0,0,"#diversidade, #inclusão, #equalidade'",linkedin
53,ciandt,,2020-09-01,"O TDC São Paulo 2020 está chegando! O evento acontece entre os dias 25 a 28 de agosto e conta com 7 speakers CI&T e 9 palestras. Ainda dá pra você se inscrever no TDC SP e conferir essas e outras palestras, além da programação gratuita que o evento oferece: https://lnkd.in/gJbEAnh #tdcsaopaulo #thedevconf #weareciandt'",técnico,participação evento,evento,142,3,0,"#tdcsaopaulo, #thedevconf, #weareciandt'",linkedin
